Date, Open, High, Low, Close
10/22/13, 15394.22, 15518.10, 15394.22, 15467.66
10/21/13, 15401.32, 15410.18, 15362.66, 15392.20
10/18/13, 15371.71, 15412.97, 15321.81, 15399.65
10/17/13, 15369.46, 15376.11, 15229.02, 15371.65
10/16/13, 15170.70, 15374.15, 15170.70, 15373.83
10/15/13, 15300.30, 15301.91, 15161.33, 15168.01
10/14/13, 15231.33, 15309.48, 15136.38, 15301.26
10/11/13, 15126.52, 15237.30, 15100.13, 15237.11
10/10/13, 14806.39, 15126.07, 14806.39, 15126.07
10/09/13, 14778.19, 14852.50, 14719.43, 14802.98
10/08/13, 14938.04, 14938.04, 14773.47, 14776.53
10/07/13, 15069.30, 15069.30, 14920.83, 14936.24
10/04/13, 14994.68, 15083.99, 14972.33, 15072.58
10/03/13, 15127.23, 15127.23, 14947.03, 14996.48
10/02/13, 15182.65, 15182.65, 15044.71, 15133.14
10/01/13, 15132.49, 15208.40, 15110.34, 15191.70
09/30/13, 15249.82, 15249.82, 15086.71, 15129.67
09/27/13, 15317.45, 15317.45, 15211.81, 15258.24
09/26/13, 15274.42, 15387.19, 15274.42, 15328.30
09/25/13, 15339.02, 15372.48, 15253.16, 15273.26
09/24/13, 15402.54, 15433.75, 15327.14, 15334.59
09/23/13, 15452.31, 15466.95, 15368.25, 15401.38
09/20/13, 15635.09, 15654.77, 15448.09, 15451.09
09/19/13, 15677.86, 15695.89, 15625.45, 15636.55
09/18/13, 15533.03, 15709.58, 15470.16, 15676.94
09/17/13, 15503.15, 15555.07, 15503.15, 15529.73
09/16/13, 15381.36, 15549.87, 15381.36, 15494.78
09/13/13, 15312.86, 15380.97, 15312.86, 15376.06
09/12/13, 15327.14, 15345.32, 15283.26, 15300.64
09/11/13, 15194.13, 15326.60, 15194.13, 15326.60
09/10/13, 15067.23, 15192.13, 15067.23, 15191.06
09/09/13, 14927.19, 15088.41, 14927.19, 15063.12
09/06/13, 14941.55, 15009.84, 14789.40, 14922.50
09/05/13, 14929.49, 14987.47, 14923.27, 14937.48
09/04/13, 14832.42, 14956.74, 14799.09, 14930.87
09/03/13, 14801.55, 14933.35, 14777.48, 14833.96
08/30/13, 14844.10, 14848.24, 14762.35, 14810.31
08/29/13, 14817.91, 14916.01, 14792.11, 14840.95
08/28/13, 14770.99, 14867.40, 14760.41, 14824.51
08/27/13, 14939.25, 14939.25, 14765.42, 14776.13
08/26/13, 15014.58, 15049.98, 14945.24, 14946.46
08/23/13, 14988.78, 15025.56, 14931.24, 15010.51
08/22/13, 14908.60, 14989.12, 14899.00, 14963.74
08/21/13, 14993.81, 15019.70, 14880.84, 14897.55
08/20/13, 15011.82, 15074.92, 14992.16, 15002.99
08/19/13, 15076.79, 15106.39, 15005.42, 15010.74
08/16/13, 15112.57, 15139.77, 15054.38, 15081.47
08/15/13, 15332.71, 15332.71, 15094.03, 15112.19
08/14/13, 15447.71, 15453.08, 15316.62, 15337.66
08/13/13, 15420.68, 15504.14, 15342.34, 15451.01
08/12/13, 15415.22, 15441.75, 15359.93, 15419.68
08/09/13, 15496.63, 15507.76, 15346.65, 15425.51
08/08/13, 15477.27, 15557.12, 15418.60, 15498.32
08/07/13, 15516.21, 15516.21, 15421.75, 15470.67
08/06/13, 15608.44, 15608.44, 15473.40, 15518.74
08/05/13, 15651.98, 15655.21, 15584.83, 15612.13
08/02/13, 15627.56, 15658.43, 15558.68, 15658.36
08/01/13, 15503.85, 15650.69, 15503.85, 15628.02
07/31/13, 15528.57, 15634.32, 15492.96, 15499.54
07/30/13, 15534.49, 15593.91, 15479.13, 15520.59
07/29/13, 15557.14, 15557.14, 15482.27, 15521.97
07/26/13, 15547.85, 15560.97, 15405.16, 15558.83
07/25/13, 15539.17, 15560.33, 15455.59, 15555.61
07/24/13, 15576.69, 15602.60, 15496.84, 15542.24
07/23/13, 15547.00, 15604.22, 15544.06, 15567.74
07/22/13, 15543.97, 15576.21, 15516.20, 15545.55
07/19/13, 15524.27, 15544.55, 15491.96, 15543.74
07/18/13, 15465.91, 15589.40, 15465.91, 15548.54
07/17/13, 15456.92, 15502.00, 15438.12, 15470.52
07/16/13, 15485.03, 15498.16, 15415.71, 15451.85
07/15/13, 15459.69, 15509.48, 15455.77, 15484.26
07/12/13, 15460.69, 15498.39, 15410.27, 15464.30
07/11/13, 15298.00, 15483.55, 15298.00, 15460.92
07/10/13, 15298.03, 15348.95, 15258.89, 15291.66
07/09/13, 15228.46, 15320.42, 15228.46, 15300.34
07/08/13, 15137.22, 15262.72, 15137.22, 15224.69
07/05/13, 14995.46, 15137.51, 14971.20, 15135.84
07/03/13, 14923.73, 15025.90, 14858.93, 14988.55
07/02/13, 14973.04, 15049.22, 14870.51, 14932.41
07/01/13, 14911.60, 15083.28, 14911.60, 14974.96
06/28/13, 15016.58, 15034.63, 14884.80, 14909.60
06/27/13, 14921.28, 15075.01, 14921.28, 15024.49
06/26/13, 14769.99, 14938.98, 14769.68, 14910.14
06/25/13, 14669.69, 14812.03, 14669.69, 14760.31
06/24/13, 14795.79, 14795.79, 14551.27, 14659.56
06/21/13, 14760.62, 14858.56, 14688.43, 14799.40
06/20/13, 15105.51, 15105.51, 14732.03, 14758.32
06/19/13, 15315.47, 15322.07, 15112.11, 15112.19
06/18/13, 15186.30, 15340.09, 15186.30, 15318.23
06/17/13, 15078.71, 15261.71, 15078.71, 15179.85
06/14/13, 15178.08, 15205.92, 15044.80, 15070.18
06/13/13, 14992.54, 15202.27, 14953.45, 15176.08
06/12/13, 15130.39, 15241.28, 14981.21, 14995.23
06/11/13, 15231.38, 15251.07, 15086.09, 15122.02
06/10/13, 15247.81, 15300.64, 15211.25, 15238.59
06/07/13, 15044.46, 15255.58, 15044.46, 15248.12
06/06/13, 14955.45, 15040.62, 14844.22, 15040.62
06/05/13, 15168.10, 15168.63, 14945.57, 14960.59
06/04/13, 15255.22, 15304.98, 15100.78, 15177.54
06/03/13, 15123.55, 15254.11, 15123.55, 15254.03
05/31/13, 15322.22, 15392.38, 15115.57, 15115.57
05/30/13, 15306.02, 15398.70, 15280.99, 15324.53
05/29/13, 15399.94, 15400.25, 15229.53, 15302.80
05/28/13, 15307.33, 15521.49, 15307.33, 15409.39
05/24/13, 15290.74, 15306.71, 15199.63, 15303.10
05/23/13, 15300.57, 15348.41, 15180.23, 15294.50
05/22/13, 15387.12, 15542.40, 15265.96, 15307.17
05/21/13, 15334.97, 15434.50, 15325.68, 15387.58
05/20/13, 15348.33, 15391.84, 15314.15, 15335.28
05/17/13, 15234.75, 15357.40, 15234.75, 15354.40
05/16/13, 15273.92, 15302.49, 15215.82, 15233.22
05/15/13, 15211.87, 15301.34, 15175.39, 15275.69
05/14/13, 15092.15, 15219.55, 15089.30, 15215.25
05/13/13, 15113.42, 15113.42, 15053.46, 15091.68
05/10/13, 15082.62, 15118.49, 15038.18, 15118.49
05/09/13, 15105.12, 15144.83, 15046.87, 15082.62
05/08/13, 15056.20, 15106.81, 15021.87, 15105.12
05/07/13, 14968.89, 15056.67, 14968.89, 15056.20
05/06/13, 14973.96, 14988.87, 14941.09, 14968.89
05/03/13, 14831.58, 15009.59, 14831.58, 14973.96
05/02/13, 14700.95, 14834.63, 14700.95, 14831.58
05/01/13, 14839.80, 14839.80, 14687.05, 14700.95
04/30/13, 14818.75, 14839.80, 14734.47, 14839.80
04/29/13, 14712.55, 14844.96, 14712.55, 14818.75
04/26/13, 14700.80, 14743.49, 14684.82, 14712.55
04/25/13, 14676.30, 14768.05, 14665.45, 14700.80
04/24/13, 14719.46, 14747.42, 14666.54, 14676.30
04/23/13, 14567.17, 14721.42, 14554.29, 14719.46
04/22/13, 14547.51, 14588.83, 14457.60, 14567.17
04/19/13, 14537.14, 14553.73, 14444.03, 14547.51
04/18/13, 14618.59, 14650.26, 14495.29, 14537.14
04/17/13, 14756.78, 14756.78, 14560.81, 14618.59
04/16/13, 14599.20, 14761.73, 14599.20, 14756.78
04/15/13, 14865.06, 14865.06, 14598.58, 14599.20
04/12/13, 14865.14, 14865.21, 14790.57, 14865.06
04/11/13, 14802.24, 14887.51, 14785.36, 14865.14
04/10/13, 14673.46, 14826.66, 14673.46, 14802.24
04/09/13, 14613.48, 14716.46, 14598.50, 14673.46
04/08/13, 14565.25, 14613.48, 14497.80, 14613.48
04/05/13, 14606.11, 14606.11, 14434.43, 14565.25
04/04/13, 14550.35, 14625.24, 14538.72, 14606.11
04/03/13, 14662.01, 14683.13, 14525.36, 14550.35
04/02/13, 14572.85, 14684.49, 14572.85, 14662.01
04/01/13, 14578.54, 14605.72, 14531.48, 14572.85
03/28/13, 14526.16, 14585.10, 14520.86, 14578.54
03/27/13, 14559.65, 14559.65, 14439.55, 14526.16
03/26/13, 14447.75, 14561.54, 14447.75, 14559.65
03/25/13, 14512.03, 14563.75, 14395.00, 14447.75
03/22/13, 14421.49, 14519.95, 14421.49, 14512.03
03/21/13, 14511.73, 14511.73, 14383.02, 14421.49
03/20/13, 14455.82, 14546.82, 14455.82, 14511.73
03/19/13, 14452.06, 14514.34, 14382.09, 14455.82
03/18/13, 14514.11, 14521.59, 14404.21, 14452.06
03/15/13, 14539.14, 14539.14, 14470.50, 14514.11
03/14/13, 14455.28, 14539.29, 14455.28, 14539.14
03/13/13, 14450.06, 14472.80, 14411.66, 14455.28
03/12/13, 14447.29, 14478.80, 14412.06, 14450.06
03/11/13, 14397.07, 14448.06, 14373.32, 14447.29
03/08/13, 14329.49, 14413.17, 14329.49, 14397.07
03/07/13, 14296.24, 14354.69, 14296.24, 14329.49
03/06/13, 14253.77, 14320.65, 14253.00, 14296.24
03/05/13, 14127.82, 14286.37, 14127.82, 14253.77
03/04/13, 14089.66, 14128.21, 14030.37, 14127.82
03/01/13, 14054.49, 14107.09, 13937.60, 14089.66
02/28/13, 14075.37, 14149.15, 14050.18, 14054.49
02/27/13, 13900.13, 14104.86, 13880.19, 14075.37
02/26/13, 13784.17, 13918.44, 13784.17, 13900.13
02/25/13, 14000.57, 14081.58, 13784.01, 13784.17
02/22/13, 13880.62, 14001.19, 13880.62, 14000.57
02/21/13, 13927.54, 13927.54, 13834.40, 13880.62
02/20/13, 14035.67, 14058.27, 13919.28, 13927.54
02/19/13, 13981.76, 14044.82, 13977.90, 14035.67
02/15/13, 13973.39, 14001.93, 13906.73, 13981.76
02/14/13, 13982.91, 13990.36, 13921.94, 13973.39
02/13/13, 14018.70, 14029.35, 13945.78, 13982.91
02/12/13, 13971.24, 14038.97, 13968.94, 14018.70
02/11/13, 13992.97, 13992.97, 13940.41, 13971.24
02/08/13, 13944.05, 14022.62, 13944.05, 13992.97
02/07/13, 13986.52, 13988.06, 13852.20, 13944.05
02/06/13, 13979.30, 13991.61, 13913.18, 13986.52
02/05/13, 13880.08, 14013.60, 13880.08, 13979.30
02/04/13, 14009.79, 14009.79, 13866.83, 13880.08
02/01/13, 13860.58, 14019.78, 13860.58, 14009.79
01/31/13, 13910.42, 13941.06, 13860.58, 13860.58
01/30/13, 13954.42, 13966.13, 13896.95, 13910.42
01/29/13, 13881.93, 13969.99, 13880.01, 13954.42
01/28/13, 13895.98, 13915.72, 13862.57, 13881.93
01/25/13, 13825.33, 13895.98, 13825.33, 13895.98
01/24/13, 13779.33, 13879.66, 13779.33, 13825.33
01/23/13, 13712.21, 13794.29, 13710.13, 13779.33
01/22/13, 13649.70, 13712.21, 13622.96, 13712.21
01/18/13, 13596.02, 13649.93, 13571.86, 13649.70
01/17/13, 13511.23, 13633.89, 13510.24, 13596.02
01/16/13, 13534.89, 13534.89, 13468.96, 13511.23
01/15/13, 13507.32, 13546.37, 13445.80, 13534.89
01/14/13, 13488.43, 13520.18, 13459.84, 13507.32
01/11/13, 13471.45, 13496.68, 13439.97, 13488.43
01/10/13, 13391.82, 13478.20, 13382.29, 13471.22
01/09/13, 13329.92, 13416.55, 13329.08, 13390.51
01/08/13, 13377.42, 13377.42, 13293.13, 13328.85
01/07/13, 13436.13, 13436.13, 13343.32, 13384.29
01/04/13, 13391.05, 13447.11, 13376.23, 13435.21
01/03/13, 13413.01, 13430.60, 13358.30, 13391.36
01/02/13, 13104.30, 13412.71, 13104.30, 13412.55
12/31/12, 12938.19, 13109.13, 12883.89, 13104.14
12/28/12, 13095.08, 13095.46, 12926.86, 12938.11
12/27/12, 13114.97, 13141.74, 12964.08, 13096.31
12/26/12, 13138.85, 13174.88, 13076.87, 13114.59
12/24/12, 13190.15, 13190.38, 13128.55, 13139.08
12/21/12, 13309.95, 13309.95, 13122.53, 13190.84
12/20/12, 13246.67, 13314.64, 13216.03, 13311.72
12/19/12, 13351.04, 13357.70, 13251.74, 13251.97
12/18/12, 13236.61, 13365.86, 13232.58, 13350.96
12/17/12, 13135.17, 13244.33, 13134.63, 13235.39
12/14/12, 13170.80, 13190.41, 13118.46, 13135.01
12/13/12, 13241.38, 13264.41, 13147.19, 13170.72
12/12/12, 13250.05, 13329.44, 13227.44, 13245.45
12/11/12, 13170.34, 13306.57, 13170.34, 13248.44
12/10/12, 13154.89, 13195.35, 13139.08, 13169.88
12/07/12, 13072.87, 13157.28, 13072.87, 13155.13
12/06/12, 13026.19, 13076.88, 13007.84, 13074.04
12/05/12, 12948.96, 13089.11, 12923.44, 13034.49
12/04/12, 12966.45, 13022.51, 12940.07, 12951.78
12/03/12, 13027.73, 13087.32, 12959.42, 12965.60
11/30/12, 13022.05, 13053.74, 12988.68, 13025.58
11/29/12, 12977.35, 13062.56, 12961.92, 13021.82
11/28/12, 12875.56, 12989.10, 12765.32, 12985.11
11/27/12, 12963.38, 12980.19, 12868.26, 12878.13
11/26/12, 13008.30, 13008.45, 12900.17, 12967.37
11/23/12, 12833.13, 13011.45, 12832.98, 13009.68
11/21/12, 12788.36, 12845.99, 12786.13, 12836.89
11/20/12, 12790.89, 12808.56, 12701.07, 12788.51
11/19/12, 12590.23, 12796.19, 12590.23, 12795.96
11/16/12, 12542.31, 12604.17, 12471.49, 12588.31
11/15/12, 12571.10, 12600.59, 12496.56, 12542.38
11/14/12, 12746.54, 12797.73, 12542.68, 12570.95
11/13/12, 12808.71, 12898.25, 12748.51, 12756.18
11/12/12, 12815.93, 12861.28, 12783.00, 12815.08
11/09/12, 12811.17, 12890.19, 12743.39, 12815.39
11/08/12, 12932.81, 12980.23, 12811.24, 12811.32
11/07/12, 13228.24, 13228.32, 12876.60, 12932.73
11/06/12, 13113.89, 13290.75, 13112.90, 13245.68
11/05/12, 13092.28, 13140.58, 13038.71, 13112.44
11/02/12, 13233.39, 13289.45, 13076.57, 13093.16
11/01/12, 13099.19, 13273.71, 13099.11, 13232.62
10/31/12, 13107.44, 13189.08, 13052.07, 13096.46
10/26/12, 13104.22, 13151.72, 13040.17, 13107.21
10/25/12, 13079.64, 13164.52, 13039.86, 13103.68
10/24/12, 13103.53, 13155.21, 13063.63, 13077.34
10/23/12, 13344.90, 13344.90, 13083.28, 13102.53
10/22/12, 13344.28, 13368.55, 13235.15, 13345.89
10/19/12, 13545.33, 13545.49, 13312.22, 13343.51
10/18/12, 13553.24, 13588.73, 13510.93, 13548.94
10/17/12, 13539.63, 13561.65, 13468.90, 13557.00
10/16/12, 13423.84, 13556.37, 13423.76, 13551.78
10/15/12, 13329.54, 13437.66, 13325.93, 13424.23
10/12/12, 13325.62, 13401.32, 13296.43, 13328.85
10/11/12, 13346.28, 13428.49, 13326.12, 13326.39
10/10/12, 13473.53, 13478.83, 13327.62, 13344.97
10/09/12, 13582.88, 13592.33, 13473.31, 13473.53
10/08/12, 13610.38, 13610.38, 13552.09, 13583.65
10/05/12, 13569.18, 13661.87, 13568.75, 13610.15
10/04/12, 13495.18, 13594.33, 13495.18, 13575.36
10/03/12, 13479.21, 13536.27, 13439.12, 13494.61
10/02/12, 13515.30, 13567.06, 13424.92, 13482.36
10/01/12, 13437.66, 13598.25, 13437.66, 13515.11
09/28/12, 13485.89, 13487.66, 13367.27, 13437.13
09/27/12, 13413.47, 13522.83, 13413.47, 13485.97
09/26/12, 13458.63, 13480.37, 13406.91, 13413.51
09/25/12, 13559.92, 13620.21, 13457.25, 13457.55
09/24/12, 13577.85, 13601.90, 13521.68, 13558.92
09/21/12, 13597.24, 13647.10, 13571.53, 13579.47
09/20/12, 13575.17, 13599.02, 13503.00, 13596.93
09/19/12, 13565.41, 13626.48, 13556.74, 13577.96
09/18/12, 13552.33, 13582.12, 13517.81, 13564.64
09/17/12, 13588.57, 13593.15, 13526.67, 13553.10
09/14/12, 13540.40, 13653.24, 13533.94, 13593.37
09/13/12, 13329.71, 13573.33, 13325.11, 13539.86
09/12/12, 13321.62, 13373.62, 13317.52, 13333.35
09/11/12, 13254.60, 13354.34, 13253.21, 13323.36
09/10/12, 13308.56, 13324.10, 13251.39, 13254.29
09/07/12, 13289.53, 13320.27, 13266.22, 13306.64
09/06/12, 13045.23, 13294.13, 13045.08, 13292.00
09/05/12, 13036.09, 13095.91, 13018.74, 13047.48
09/04/12, 13092.15, 13092.39, 12977.09, 13035.94
08/31/12, 13002.72, 13151.87, 13002.64, 13090.84
08/30/12, 13101.29, 13101.37, 12978.91, 13000.71
08/29/12, 13103.46, 13144.81, 13081.27, 13107.48
08/28/12, 13122.74, 13147.32, 13081.12, 13102.99
08/27/12, 13157.74, 13176.17, 13115.46, 13124.67
08/24/12, 13052.82, 13175.51, 13027.20, 13157.97
08/23/12, 13171.37, 13171.37, 13046.46, 13057.46
08/22/12, 13198.31, 13205.06, 13120.34, 13172.76
08/21/12, 13272.10, 13330.76, 13186.60, 13203.58
08/20/12, 13274.58, 13276.15, 13230.06, 13271.64
08/17/12, 13251.20, 13281.32, 13244.85, 13275.20
08/16/12, 13163.24, 13269.35, 13145.85, 13250.11
08/15/12, 13157.47, 13192.89, 13138.23, 13164.78
08/14/12, 13168.11, 13223.01, 13142.10, 13172.14
08/13/12, 13204.93, 13205.01, 13112.94, 13169.43
08/10/12, 13163.15, 13208.22, 13094.96, 13207.95
08/09/12, 13174.73, 13200.23, 13125.09, 13165.19
08/08/12, 13158.10, 13202.65, 13115.24, 13175.64
08/07/12, 13118.65, 13215.97, 13118.42, 13168.60
08/06/12, 13099.88, 13187.28, 13099.72, 13117.51
08/03/12, 12884.82, 13133.18, 12884.82, 13096.17
08/02/12, 12969.70, 12969.85, 12778.90, 12878.88
08/01/12, 13007.47, 13074.83, 12951.16, 12971.06
07/31/12, 13071.72, 13082.66, 13006.48, 13008.68
07/30/12, 13075.35, 13128.64, 13042.85, 13073.01
07/27/12, 12888.91, 13117.74, 12888.53, 13075.66
07/26/12, 12680.59, 12931.22, 12680.59, 12887.93
07/25/12, 12617.77, 12732.77, 12617.62, 12676.05
07/24/12, 12720.93, 12730.09, 12521.84, 12617.32
07/23/12, 12820.45, 12820.45, 12583.41, 12721.46
07/20/12, 12942.68, 12942.83, 12810.35, 12822.57
07/19/12, 12909.61, 12977.57, 12889.93, 12943.36
07/18/12, 12796.98, 12921.94, 12754.61, 12908.70
07/17/12, 12728.73, 12829.23, 12645.10, 12805.54
07/16/12, 12776.33, 12779.58, 12690.05, 12727.21
07/13/12, 12573.73, 12784.73, 12573.04, 12777.09
07/12/12, 12602.71, 12630.64, 12492.25, 12573.27
07/11/12, 12653.04, 12661.97, 12534.33, 12604.53
07/10/12, 12733.87, 12830.29, 12606.91, 12653.12
07/09/12, 12772.02, 12772.02, 12686.57, 12736.29
07/06/12, 12889.40, 12889.40, 12702.99, 12772.47
07/05/12, 12941.85, 12961.30, 12852.24, 12896.67
07/03/12, 12868.06, 12946.20, 12845.28, 12943.82
07/02/12, 12879.71, 12902.12, 12795.48, 12871.39
06/29/12, 12604.60, 12880.39, 12604.53, 12880.09
06/28/12, 12626.25, 12626.25, 12450.17, 12602.26
06/27/12, 12532.93, 12646.87, 12532.71, 12627.01
06/26/12, 12503.57, 12576.41, 12452.03, 12534.67
06/25/12, 12639.80, 12639.87, 12458.01, 12502.66
06/22/12, 12574.82, 12674.08, 12574.67, 12640.78
06/21/12, 12823.10, 12857.39, 12561.46, 12573.57
06/20/12, 12837.10, 12877.18, 12744.92, 12824.39
06/19/12, 12744.62, 12898.94, 12744.47, 12837.33
06/18/12, 12767.02, 12781.93, 12696.18, 12741.82
06/15/12, 12652.21, 12774.70, 12651.38, 12767.17
06/14/12, 12497.89, 12698.68, 12497.66, 12651.91
06/13/12, 12566.38, 12598.25, 12453.69, 12496.38
06/12/12, 12412.07, 12577.02, 12411.91, 12573.80
06/11/12, 12553.81, 12650.47, 12398.48, 12411.23
06/08/12, 12460.81, 12554.20, 12398.44, 12554.20
06/07/12, 12416.53, 12555.26, 12416.53, 12460.96
06/06/12, 12125.00, 12414.79, 12125.00, 12414.79
06/05/12, 12101.08, 12147.55, 12072.17, 12127.95
06/04/12, 12119.85, 12143.69, 12035.09, 12101.46
06/01/12, 12391.56, 12391.63, 12107.48, 12118.57
05/31/12, 12414.41, 12489.87, 12316.48, 12393.45
05/30/12, 12579.02, 12579.10, 12396.40, 12419.86
05/29/12, 12454.83, 12611.61, 12454.60, 12580.69
05/25/12, 12530.74, 12533.12, 12421.53, 12454.83
05/24/12, 12491.91, 12539.59, 12419.63, 12529.75
05/23/12, 12501.52, 12508.30, 12311.56, 12496.15
05/22/12, 12505.38, 12575.96, 12447.33, 12502.81
05/21/12, 12369.15, 12508.11, 12367.72, 12504.48
05/18/12, 12443.02, 12492.97, 12336.76, 12369.38
05/17/12, 12598.32, 12611.42, 12440.52, 12442.49
05/16/12, 12617.32, 12722.63, 12597.34, 12598.55
05/15/12, 12695.05, 12758.43, 12608.16, 12632.00
05/14/12, 12818.49, 12818.86, 12661.48, 12695.35
05/11/12, 12851.79, 12918.01, 12779.28, 12820.60
05/10/12, 12831.58, 12931.71, 12820.30, 12855.04
05/09/12, 12921.81, 12921.81, 12748.48, 12835.06
05/08/12, 13000.73, 13000.73, 12810.39, 12932.09
05/07/12, 13035.85, 13049.09, 12970.00, 13008.53
05/04/12, 13204.62, 13205.00, 13022.34, 13038.27
05/03/12, 13267.59, 13284.09, 13175.64, 13206.59
05/02/12, 13278.11, 13278.11, 13192.21, 13268.57
05/01/12, 13214.16, 13338.66, 13174.65, 13279.32
04/30/12, 13228.31, 13228.76, 13176.01, 13213.63
04/27/12, 13204.70, 13266.68, 13192.21, 13228.31
04/26/12, 13090.11, 13227.82, 13075.96, 13204.62
04/25/12, 12997.69, 13105.70, 12993.60, 13090.72
04/24/12, 12927.77, 13050.30, 12926.49, 13001.56
04/23/12, 13028.20, 13028.20, 12845.58, 12927.17
04/20/12, 12964.48, 13082.54, 12964.25, 13029.26
04/19/12, 13028.73, 13080.20, 12896.82, 12964.10
04/18/12, 13114.56, 13114.56, 13027.49, 13032.75
04/17/12, 12921.79, 13131.36, 12921.79, 13115.54
04/16/12, 12850.88, 12986.77, 12850.80, 12921.41
04/13/12, 12986.20, 12986.35, 12845.28, 12849.59
04/12/12, 12806.45, 12986.96, 12806.30, 12986.58
04/11/12, 12716.92, 12844.82, 12716.92, 12805.39
04/10/12, 12929.44, 12929.59, 12710.56, 12715.93
04/09/12, 13057.57, 13057.72, 12903.78, 12929.59
04/05/12, 13067.18, 13088.11, 13012.46, 13060.14
04/04/12, 13198.19, 13198.19, 13020.86, 13074.75
04/03/12, 13258.96, 13265.36, 13131.21, 13199.55
04/02/12, 13211.36, 13297.11, 13153.69, 13264.49
03/30/12, 13147.94, 13224.49, 13147.78, 13212.04
03/29/12, 13125.99, 13151.57, 13032.67, 13145.82
03/28/12, 13195.39, 13212.64, 13069.26, 13126.21
03/27/12, 13242.09, 13264.98, 13194.33, 13197.73
03/26/12, 13082.62, 13243.86, 13082.39, 13241.63
03/23/12, 13045.99, 13099.91, 13002.77, 13080.73
03/22/12, 13124.40, 13124.47, 13017.42, 13046.14
03/21/12, 13170.79, 13190.02, 13112.93, 13124.62
03/20/12, 13238.45, 13238.45, 13123.38, 13170.19
03/19/12, 13231.94, 13269.71, 13208.63, 13239.13
03/16/12, 13253.51, 13289.08, 13231.45, 13232.62
03/15/12, 13192.97, 13253.51, 13170.19, 13252.76
03/14/12, 13177.15, 13221.27, 13166.25, 13194.10
03/13/12, 12953.20, 13180.40, 12953.13, 13177.68
03/12/12, 12920.58, 12976.36, 12919.98, 12959.71
03/09/12, 12908.62, 12968.79, 12906.43, 12922.02
03/08/12, 12835.53, 12937.19, 12835.53, 12907.94
03/07/12, 12756.12, 12857.73, 12751.51, 12837.33
03/06/12, 12958.65, 12958.73, 12734.86, 12759.15
03/05/12, 12977.34, 12977.34, 12883.91, 12962.81
03/02/12, 12980.75, 12997.51, 12927.77, 12977.57
03/01/12, 12952.29, 13032.67, 12943.06, 12980.30
02/29/12, 13005.42, 13055.75, 12929.66, 12952.07
02/28/12, 12976.74, 13021.51, 12952.82, 13005.12
02/27/12, 12981.13, 13027.52, 12882.59, 12981.51
02/24/12, 12981.20, 13013.82, 12950.59, 12982.95
02/23/12, 12937.08, 12996.08, 12882.67, 12984.69
02/22/12, 12966.22, 12977.91, 12914.83, 12938.67
02/21/12, 12949.34, 13005.04, 12926.11, 12965.69
02/17/12, 12903.33, 12967.92, 12903.25, 12949.87
02/16/12, 12779.81, 12914.00, 12779.58, 12904.08
02/15/12, 12864.65, 12899.47, 12753.62, 12780.95
02/14/12, 12871.77, 12878.88, 12786.93, 12878.28
02/13/12, 12799.11, 12887.93, 12799.11, 12874.04
02/10/12, 12889.55, 12889.63, 12743.56, 12801.23
02/09/12, 12884.41, 12924.71, 12846.41, 12890.46
02/08/12, 12865.79, 12893.64, 12817.69, 12883.95
02/07/12, 12844.37, 12903.71, 12782.57, 12878.20
02/06/12, 12860.72, 12860.79, 12793.43, 12845.13
02/03/12, 12705.04, 12869.95, 12704.96, 12862.23
02/02/12, 12716.54, 12741.89, 12676.05, 12705.41
02/01/12, 12632.76, 12784.62, 12632.76, 12716.46
01/31/12, 12654.78, 12720.10, 12567.33, 12632.91
01/30/12, 12659.17, 12659.32, 12529.41, 12653.72
01/27/12, 12733.95, 12733.95, 12630.72, 12660.46
01/26/12, 12757.33, 12841.95, 12695.16, 12734.63
01/25/12, 12673.63, 12778.26, 12580.12, 12756.96
01/24/12, 12708.37, 12708.52, 12613.54, 12675.75
01/23/12, 12720.25, 12764.49, 12665.83, 12708.82
01/20/12, 12623.83, 12720.48, 12620.76, 12720.48
01/19/12, 12578.19, 12625.80, 12563.58, 12623.98
01/18/12, 12474.69, 12582.28, 12453.20, 12578.95
01/17/12, 12423.12, 12573.65, 12423.12, 12482.07
01/13/12, 12469.96, 12470.12, 12311.79, 12422.06
01/12/12, 12449.91, 12483.70, 12385.08, 12471.02
01/11/12, 12459.52, 12462.58, 12399.01, 12449.45
01/10/12, 12394.51, 12514.69, 12394.51, 12462.47
01/09/12, 12359.31, 12409.08, 12333.85, 12392.69
01/06/12, 12407.45, 12415.24, 12332.41, 12359.92
01/05/12, 12418.42, 12435.98, 12283.90, 12415.70
01/04/12, 12392.46, 12430.00, 12337.25, 12418.42
01/03/12, 12221.19, 12479.65, 12221.19, 12397.38
12/30/11, 12286.13, 12290.06, 12213.78, 12217.56
12/29/11, 12152.09, 12293.96, 12152.09, 12287.04
12/28/11, 12288.85, 12299.11, 12140.17, 12151.41
12/27/11, 12293.47, 12328.47, 12269.97, 12291.35
12/23/11, 12169.80, 12297.44, 12169.80, 12294.00
12/22/11, 12107.59, 12182.71, 12107.37, 12169.65
12/21/11, 12103.28, 12119.70, 11999.44, 12107.74
12/20/11, 11769.21, 12117.13, 11768.83, 12103.58
12/19/11, 11866.54, 11925.88, 11735.19, 11766.26
12/16/11, 11870.25, 11968.18, 11819.31, 11866.39
12/15/11, 11825.29, 11967.84, 11825.22, 11868.81
12/14/11, 11949.72, 11950.02, 11786.47, 11823.48
